Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Research,BIOSTAT 350 007,Quackenbush,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 007,Quackenbush,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 008,Price,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 008,Price,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 009,Parmigiani,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 009,Parmigiani,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 010,Onnela,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 010,Onnela,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 011,Michor,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 011,Michor,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 012,Lin,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 012,Lin,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 013,Kraft,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 013,Kraft,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 014,Irizarry,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 014,Irizarry,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 015,Huttenhower,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 015,Huttenhower,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 016,Haneuse,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 016,Haneuse,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 017,Dominici,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 017,Dominici,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 018,Pagano,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 018,Pagano,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 019,Coull,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 019,Coull,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 020,Cai,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 020,Cai,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 021,Lange,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 022,Hughes,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 023,Lu,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 025,Trippa,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 025,Trippa,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 026,Yuan,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 026,Yuan,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 027,Aryee,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 027,Aryee,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 028,Wang,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 028,Wang,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 029,Wang,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 029,Wang,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 030,Miller,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 030,Miller,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 031,Glass,FAS,Biostatistics,2019 Fall,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Research,BIOSTAT 350 031,Glass,FAS,Biostatistics,2020 Spring,Full Term,,For doctoral candidates who have passed their written qualifying examination and who are undertaking advanced work along the lines of fundamental or applied dissertation research in the department.
Concepts in genome analysis,BMIF 201,Sunyaev,FAS,Medical Sciences,2019 Fall,Full Term,2:30pm - 3:59pm,"This course focuses on quantitative aspects of genetics and genomics, including computational and statistical methods of genomic analysis. We will introduce basic concepts and discuss recent progress in population and evolutionary genetics and cover principles of statistical genetics of Mendelian and complex traits. We will then introduce current genomic technologies and key algorithms in computational biology and bioinformatics. We will discuss applications of these algorithms to genome annotat"
Computing Skills for Biomedical Sciences,BMIF 313QC,Gehlenborg,FAS,Medical Sciences,2019 Fall,Fall 1,9:45am - 11:15am,"This course will prepare students for advanced graduate level classes that require practical programming and data analysis skills through active learning methods. The main focus of this course is to familiarize students with the R programming language. Additionally, students will learn about the command line on Linux-based systems, high-performance computing environments, and fundamental data analysis approaches. The skills taught in this course will enable students to design and implement progr"
Computational Statistics for Biomedical Sciences,BMIF 315QC,Park,FAS,Medical Sciences,2019 Fall,Fall 2,9:45am - 11:15am,"This course will provide a practical introduction to statistical analysis of biological and biomedical data. Basic techniques will be covered, including descriptive statistics, elements of probability, hypothesis testing, nonparametric methods, correlation analysis, and linear regression. Emphasis will be on how to choose appropriate statistical tests, how to assess statistical significance, and how to avoid common mistakes in analysis of large datasets."
Introduction to Research in Bioinformatics and Integrative Genomics,BMIF 333R,Park,FAS,Medical Sciences,2019 Fall,Full Term,,
Introduction to Research in Bioinformatics and Integrative Genomics,BMIF 333R,Park,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational Genomics,BMIF 334,Park,FAS,Medical Sciences,2019 Fall,Full Term,,
Imaging mammalian regulatory networks at multiple scales,BMIF 345,Miller,FAS,Medical Sciences,2019 Fall,Full Term,,
"Antibiotic resistance, evolution, big data algorithms",BMIF 347,Baym,FAS,Medical Sciences,2019 Fall,Full Term,,
"Antibiotic resistance, evolution, big data algorithms",BMIF 347,Baym,FAS,Medical Sciences,2020 Spring,Full Term,,
Translational bioinformatics for gene by environment discovery and medical decision making,BMIF 350,Patel,FAS,Medical Sciences,2019 Fall,Full Term,,
Translational bioinformatics for gene by environment discovery and medical decision making,BMIF 350,Patel,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational Medicine,BMIF 354,Kohane,FAS,Medical Sciences,2019 Fall,Full Term,,
Statistical genetics: fast algorithms for large-scale genetic data analyses,BMIF 355,Loh,FAS,Medical Sciences,2019 Fall,Full Term,,
Statistical genetics: fast algorithms for large-scale genetic data analyses,BMIF 355,Loh,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational molecular biology including protein folding and medical genomics,BMIF 375,Berger,FAS,Medical Sciences,2019 Fall,Full Term,,
Laboratory Rotations,BPH 201R,Manning,FAS,Bio Sciences in Public Health,2019 Fall,Full Term,,Members of the Division of Biological Sciences offer hands-on experimental methods of research in biological sciences. Students write a paper and give an oral presentation regarding their 10-week laboratory project.
Laboratory Rotations,BPH 201R,Manning,FAS,Bio Sciences in Public Health,2020 Spring,Full Term,,Members of the Division of Biological Sciences offer hands-on experimental methods of research in biological sciences. Students write a paper and give an oral presentation regarding their 10-week laboratory project.
